OTU	MQ180615-57	MQ181108-127	MQ180831-130	MQ181108-123	MQ171106-92	MQ181108-140	MQ181108-124	MQ181221-119	MQ171215-156	MQ181108-118	MQ181108-130	MQ181108-136	MQ181221-116	MQ181221-114	MQ171129-75	MQ181108-119	MQ171129-106	MQ181108-138	MQ181221-118	MQ171106-87	MQ181108-122	MQ181108-120	MQ181108-134	MQ181108-133	MQ180525-285	MQ181108-125	MQ181108-135	MQ181108-141	MQ181108-132	MQ181221-113	MQ181108-139	MQ181108-126	MQ181108-137	MQ181221-117	MQ180212-184	MQ180819-22	MQ181108-131	MQ171215-93	MQ181221-111	MQ181221-112	MQ181108-128	MQ180801-286	MQ180615-71	MQ181221-115	MQ181108-129	MQ181108-121	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_458	60	0	5	0	102	31	0	0	15	0	0	0	0	0	18	0	27	0	0	27	0	0	0	0	17	0	0	0	0	0	1	0	0	0	8	36	0	16	0	0	0	12	30	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Blvii28 wastewater-sludge group	s__
OTU_3116	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__env.OPS 17	g__	s__
OTU_3027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnobacter	s__
OTU_2302	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Formivibrio	s__
OTU_2637	0	0	0	0	5	1	1	0	0	0	2	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ottowia	s__
OTU_77	1397	0	255	1	3006	770	0	1	664	1	0	0	0	2	483	0	531	1	4	860	0	0	0	0	525	0	0	0	7	0	9	0	0	0	331	772	0	723	0	0	0	472	648	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	g__Clostridium sensu stricto 1	s__
OTU_2905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__	s__
OTU_37	2166	0	401	0	3368	1104	0	0	588	0	0	2	0	0	443	0	598	2	4	904	0	0	0	0	819	0	1	0	6	0	16	0	0	0	539	912	0	627	0	0	0	557	1145	0	0	0	k__Bacteria	p__Cloacimonetes	c__W5	o__	f__	g__	s__
OTU_1937	2	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Unassigned						
OTU_1058	6	0	0	0	24	5	0	0	2	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	4	0	4	0	0	0	4	7	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_41	36	237	3	577	83	9	605	17	14	449	151	419	21	39	14	301	8	290	15	23	257	304	681	292	17	564	576	0	268	37	1	654	429	30	11	20	181	18	39	31	493	15	16	36	320	661	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bosea	s__
OTU_2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_2635	3	0	2	0	9	0	1	0	1	0	0	1	0	0	2	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	1	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Brucellaceae	g__Ochrobactrum	s__
OTU_1604	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfurispora	s__
OTU_1066	7	0	0	0	16	3	0	0	3	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	1	7	0	0	0	k__Bacteria	p__Deferribacteres	c__Deferribacteres Incertae Sedis	o__Unknown Order	f__Unknown Family	g__Caldithrix	s__
OTU_1187	3	0	2	0	11	2	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__PHOS-HE51	g__	s__
OTU_964	13	0	1	0	30	9	0	0	6	0	0	0	0	0	2	0	9	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	5	0	3	0	0	0	1	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__D8A-2	f__MRE50b23	g__MRE50b23	s__
OTU_2614	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Cloacimonetes	c__GZKB75	o__	f__	g__	s__
OTU_2296	2	0	0	0	4	1	0	0	1	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__419	f__2-1	g__	s__
OTU_3152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Pelosinus	s__
OTU_2425	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_444	30	0	9	0	94	24	0	0	15	0	0	0	0	3	9	0	16	0	1	19	0	0	0	0	17	0	0	0	0	0	0	0	0	1	18	15	0	24	0	1	0	15	24	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__uncultured	s__
OTU_2359	2	0	1	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	4	2	0	0	0	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 7	f__	g__	s__
OTU_1595	10	0	0	0	21	3	0	0	2	0	0	0	0	0	4	0	1	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	1	2	0	0	0	k__Bacteria	p__Chloroflexi	c__WCHB1-50	o__WCHB1-50	f__	g__	s__
OTU_197	151	0	18	0	332	84	0	0	61	0	0	0	0	0	45	0	41	0	0	72	0	0	0	0	53	0	0	0	0	0	1	0	0	0	37	72	0	48	0	0	0	35	77	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_2369	3	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	s__
OTU_706	16	0	0	0	37	8	0	0	1	0	0	0	0	0	7	0	6	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	12	0	5	0	0	0	10	11	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_413	60	0	13	0	139	28	0	0	12	0	0	0	0	0	22	0	26	0	0	36	0	0	1	0	15	0	0	0	0	0	0	0	0	0	17	25	0	24	0	0	0	16	24	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__BVA77	g__	s__
OTU_378	59	0	12	0	148	49	0	0	27	0	0	0	0	0	22	0	13	0	0	49	0	0	0	0	25	0	1	0	0	0	0	0	0	0	12	38	0	24	0	0	0	20	42	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	s__
OTU_1373	6	0	2	0	9	4	0	0	1	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	1	4	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_2269	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__uncultured	s__
OTU_923	11	0	3	0	37	6	0	0	6	0	0	0	0	0	5	0	3	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	2	5	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__uncultured	s__
OTU_1392	5	0	3	0	24	8	0	0	1	0	0	0	0	0	3	0	5	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	7	0	1	0	0	0	6	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
OTU_1620	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__H39	s__
OTU_2571	4	0	1	0	2	1	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__
OTU_1005	12	0	3	0	24	10	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	3	0	4	0	0	0	4	3	1	0	0	Unassigned						
OTU_34	0	0	0	3	0	0	0	116	0	1	0	0	1188	1123	0	1	0	0	98	0	0	2	1	2	0	0	3	0	0	2977	0	0	0	211	0	0	0	0	2444	2249	0	0	0	1064	0	1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Zoogloea	s__
OTU_1533	4	0	1	0	2	4	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__PeM15	f__PeM15	g__	s__
OTU_2598	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_1357	10	0	4	0	23	5	0	0	5	0	0	0	0	0	4	0	2	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	9	0	3	0	0	0	6	7	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_393	62	0	16	0	157	47	0	0	30	0	0	0	0	0	23	0	25	0	0	38	0	0	0	0	34	0	0	0	0	0	0	0	0	0	23	29	0	26	0	0	0	16	38	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__A0837	s__
OTU_1261	11	0	2	0	26	2	0	0	7	0	0	1	0	0	2	0	1	0	0	10	0	1	0	0	8	0	0	0	1	0	0	0	1	0	7	6	0	4	0	0	0	1	7	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
OTU_2275	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__NS9 marine group	g__	s__
OTU_132	210	0	48	0	482	129	0	0	91	0	0	0	2	2	62	0	84	0	6	116	0	0	0	0	107	0	0	0	0	0	1	0	0	1	48	101	0	95	0	0	0	66	84	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudorhodobacter	s__
OTU_601	29	0	8	0	63	19	0	0	18	0	0	0	0	0	8	0	18	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	7	20	0	14	0	0	0	7	21	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__
OTU_2860	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	g__Proteiniclasticum	s__
OTU_355	135	0	13	0	347	69	0	1	89	0	0	0	0	0	53	0	44	0	0	103	0	0	0	0	39	0	0	0	0	0	0	0	0	0	45	74	0	76	0	0	0	33	81	0	0	0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthricaceae	g__	s__
OTU_1934	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	Unassigned						
OTU_1111	8	0	1	0	23	10	0	0	0	0	0	0	0	0	0	0	2	0	1	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	2	10	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__
OTU_329	63	0	16	0	170	44	0	0	32	0	0	0	0	0	34	0	40	0	0	51	0	0	0	0	35	0	0	0	1	0	1	0	0	0	22	38	0	47	0	0	0	39	36	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_1717	5	0	1	0	9	4	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__CL500-29 marine group	s__
OTU_2299	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	Unassigned						
OTU_3107	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_1476	5	0	0	0	9	3	0	0	2	0	0	0	0	0	1	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	5	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	s__
OTU_1584	27	0	7	0	68	12	0	0	16	0	0	0	0	0	11	0	10	0	1	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	15	0	12	0	0	0	5	16	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__
OTU_2971	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Chloroflexi	c__SJA-15	o__	f__	g__	s__
OTU_478	50	0	10	0	70	24	0	0	11	0	0	0	0	0	10	0	18	0	0	23	0	0	0	0	18	0	0	0	1	0	0	0	0	0	8	29	0	10	0	0	0	12	27	0	0	0	k__Bacteria	p__Spirochaetae	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__Spirochaeta 2	s__
OTU_3285	3	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_3189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__
OTU_1228	3	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	2	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Acetoanaerobium	s__
OTU_1675	3	0	2	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
OTU_1284	26	0	1	0	34	10	0	0	5	0	0	0	0	0	4	0	12	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	10	0	5	0	0	0	2	7	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Acetobacterium	s__
OTU_248	101	0	26	0	260	62	0	1	39	0	0	0	0	1	20	0	41	0	0	44	0	0	0	0	47	0	0	0	0	1	2	0	0	0	27	41	0	37	0	2	0	34	69	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__BVA77	g__LF_BF07	s__
OTU_365	61	0	11	0	80	18	0	0	25	0	0	0	0	0	10	0	18	0	0	14	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14	14	0	24	0	0	0	18	30	0	0	0	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Arcobacter	s__
OTU_546	39	0	6	0	80	18	0	0	16	0	0	0	0	0	5	0	10	0	0	11	0	0	0	0	7	0	0	0	1	0	0	0	0	0	10	9	0	8	0	0	0	6	17	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminiclostridium 1	s__
OTU_105	48	22	8	44	84	16	18	160	20	26	34	108	211	272	14	26	13	60	119	19	38	37	48	19	9	9	38	0	67	78	0	20	80	159	9	30	43	21	44	53	33	11	25	214	41	33	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	s__
OTU_783	23	0	3	0	45	7	0	0	5	0	0	0	0	0	3	0	9	0	0	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	9	0	7	0	0	0	10	14	0	0	0	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_969	18	0	4	0	36	7	0	0	4	0	0	0	0	0	7	0	5	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	4	0	7	0	0	0	1	8	0	0	0	Unassigned						
OTU_2639	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_1723	3	0	0	0	3	1	0	0	2	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Chloroflexi	c__S085	o__	f__	g__	s__
OTU_2968	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Blastopirellula	s__
OTU_819	31	0	7	0	81	16	0	0	10	0	0	0	0	0	8	0	12	0	1	19	0	0	0	0	4	0	0	0	1	0	0	0	0	0	4	20	0	12	1	0	0	9	15	0	0	0	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__
OTU_110	171	2	41	0	364	104	0	32	84	0	2	0	62	50	59	0	70	0	22	107	0	0	0	0	61	0	0	0	0	128	2	0	0	59	47	70	4	87	129	123	0	82	70	50	0	0	k__Bacteria	p__Cyanobacteria	c__Melainabacteria	o__Obscuribacterales	f__Obscuribacteraceae	g__Candidatus Obscuribacter	s__
OTU_1237	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	2	1	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_2119	0	0	1	0	2	1	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__480-2	g__	s__
OTU_665	11	0	3	0	25	16	0	0	9	0	0	0	0	1	6	0	5	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	5	0	6	0	0	0	7	3	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__A0839	g__	s__
OTU_2108	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	g__Anaeromyxobacter	s__
OTU_2646	1	0	0	0	4	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	6	1	0	0	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__Candidatus Defluviifilum	s__
OTU_1684	3	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales			
OTU_2236	2	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Syntrophus	s__
OTU_636	19	0	4	0	39	7	0	0	5	0	0	0	0	0	6	0	4	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1	4	8	0	7	0	0	0	3	12	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__Unknown Family	g__Blastocatella	s__
OTU_2927	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__TM6	c__	o__	f__	g__	s__
OTU_1093	19	0	4	0	36	6	0	0	6	0	0	0	1	0	4	0	9	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	8	0	3	0	0	0	8	14	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family XI	g__Gallicola	s__
OTU_1324	6	0	1	0	6	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	5	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	s__
OTU_2974	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerosphaera	s__
OTU_3305	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Isosphaera	s__
OTU_1265	27	0	6	0	44	10	0	0	8	0	0	0	0	0	6	0	10	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	4	0	7	0	0	0	7	14	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	s__
OTU_407	47	0	17	0	91	25	0	0	24	0	0	0	0	0	13	0	15	0	0	36	0	0	0	0	17	0	0	0	0	0	0	0	0	0	12	32	0	22	0	0	0	15	25	0	0	0	k__Bacteria	p__Fibrobacteres	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__Fibrobacter	s__
OTU_861	8	0	3	0	15	5	0	0	3	0	0	0	0	0	1	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	8	0	0	0	3	2	1	0	0	k__Bacteria	p__SHA-109	c__	o__	f__	g__	s__
